User_ID,Device_Type,Location,Auth_Method,Subscription_Plan,Subscription_Type,Subscription_Price,Subscription_Start_Date,Tickets_Raised,Previous_Feedback,Active_Status
USER_0203,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Premium,Monthly,19.99,2025-03-30 22:04:17.441232,0,Good,Active
USER_0204,Smart TV,Food_Court_WiFi,WPA2-Enterprise,Premium,Monthly,19.99,2025-12-24 22:04:17.441232,0,Good,Active
USER_0205,Laptop,Innovation_Park_Gate,Social Login,Family,Monthly,29.99,2026-03-15 22:04:17.441232,1,Good,Inactive
USER_0206,Smartphone,TechHub_Cafe,Captive Portal,Business,Monthly,49.99,2025-09-08 22:04:17.441232,0,Awesome,Active
USER_0207,Smartphone,Central_Park_Bench,Social Login,Free,N/A,0.0,2025-02-03 22:04:17.441232,7,Leave to other provider,Inactive
USER_0208,Laptop,TechHub_Cafe,WPA2-Enterprise,Premium,Yearly,19.99,2026-01-05 22:04:17.441232,0,Good,Active
USER_0209,Smartphone,Gym_Lobby,Captive Portal,Free,N/A,0.0,2026-06-08 22:04:17.441232,4,Poor,Inactive
USER_0210,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Basic,Yearly,9.99,2025-01-23 22:04:17.441232,0,Average,Active
USER_0211,Laptop,Gym_Lobby,WPA2-Enterprise,Free,N/A,0.0,2026-07-02 22:04:17.441232,5,Leave to other provider,Inactive
USER_0212,Laptop,CoWorking_Space_A,OTP Verification,Basic,Monthly,9.99,2025-05-17 22:04:17.441232,1,Average,Inactive
USER_0213,Laptop,City_Library_Zone,WPA2-Enterprise,Basic,Monthly,9.99,2025-08-14 22:04:17.441232,2,Average,Active
USER_0214,Smartphone,CoWorking_Space_A,Captive Portal,Premium,Yearly,19.99,2026-05-20 22:04:17.441232,0,Awesome,Inactive
USER_0215,Laptop,Food_Court_WiFi,Captive Portal,Basic,Yearly,9.99,2026-04-28 22:04:17.441232,1,Good,Active
USER_0216,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Premium,Monthly,19.99,2025-07-19 22:04:17.441232,0,Good,Active
USER_0217,Smartphone,Central_Park_Bench,Social Login,Basic,Monthly,9.99,2025-09-23 22:04:17.441232,0,Good,Active
USER_0218,Laptop,Innovation_Park_Gate,WPA2-Enterprise,Free,N/A,0.0,2025-12-13 22:04:17.441232,3,Poor,Active
USER_0219,Laptop,Metro_Station_Exit,Captive Portal,Family,Monthly,29.99,2025-10-07 22:04:17.441232,2,Average,Active
USER_0220,Tablet,City_Library_Zone,OTP Verification,Free,N/A,0.0,2024-11-02 22:04:17.441232,7,Leave to other provider,Inactive
USER_0221,Laptop,Main_Square_WiFi,Captive Portal,Basic,Monthly,9.99,2025-03-12 22:04:17.441232,0,Awesome,Active
USER_0222,Laptop,Main_Square_WiFi,OTP Verification,Premium,Monthly,19.99,2025-02-17 22:04:17.441232,0,Good,Active
USER_0223,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Basic,Monthly,9.99,2024-09-05 22:04:17.441232,1,Good,Active
USER_0224,Smartphone,Innovation_Park_Gate,Captive Portal,Free,N/A,0.0,2025-06-13 22:04:17.441232,1,Good,Active
USER_0225,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Basic,Monthly,9.99,2024-07-23 22:04:17.441232,0,Awesome,Active
USER_0226,Smartphone,TechHub_Cafe,Social Login,Business,Monthly,49.99,2026-02-24 22:04:17.441232,0,Awesome,Inactive
USER_0227,IoT Device,City_Library_Zone,OTP Verification,Premium,Yearly,19.99,2026-01-20 22:04:17.441232,1,Good,Active
USER_0228,Smartphone,TechHub_Cafe,WPA2-Enterprise,Premium,Monthly,19.99,2025-02-22 22:04:17.441232,0,Good,Active
USER_0229,Smart TV,Shopping_Mall_Entrance,Captive Portal,Premium,Monthly,19.99,2026-02-24 22:04:17.441232,7,Leave to other provider,Inactive
USER_0230,Laptop,City_Library_Zone,WPA2-Enterprise,Free,N/A,0.0,2025-02-12 22:04:17.441232,0,Awesome,Active
USER_0231,Tablet,TechHub_Cafe,Captive Portal,Basic,Monthly,9.99,2024-07-09 22:04:17.441232,6,Poor,Inactive
USER_0232,Laptop,City_Library_Zone,Captive Portal,Family,Monthly,29.99,2024-09-12 22:04:17.441232,0,Good,Active
USER_0233,Laptop,Shopping_Mall_Entrance,OTP Verification,Free,N/A,0.0,2026-06-26 22:04:17.441232,1,Average,Active
USER_0234,Smartphone,Gym_Lobby,Captive Portal,Free,N/A,0.0,2026-04-09 22:04:17.441232,0,Good,Active
USER_0235,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Free,N/A,0.0,2024-08-31 22:04:17.441232,0,Awesome,Inactive
USER_0236,Laptop,Innovation_Park_Gate,WPA2-Enterprise,Basic,Yearly,9.99,2025-02-21 22:04:17.441232,2,Average,Active
USER_0237,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Business,Monthly,49.99,2024-09-09 22:04:17.441232,0,Average,Active
USER_0238,Smartphone,CoWorking_Space_A,WPA2-Enterprise,Free,N/A,0.0,2024-08-03 22:04:17.441232,7,Leave to other provider,Inactive
USER_0239,Laptop,Main_Square_WiFi,WPA2-Enterprise,Basic,Monthly,9.99,2025-06-05 22:04:17.441232,3,Poor,Active
USER_0240,Smartphone,Food_Court_WiFi,Social Login,Free,N/A,0.0,2024-09-12 22:04:17.441232,5,Poor,Active
USER_0241,IoT Device,TechHub_Cafe,Captive Portal,Business,Yearly,49.99,2025-12-10 22:04:17.441232,0,Good,Active
USER_0242,IoT Device,City_Library_Zone,Captive Portal,Free,N/A,0.0,2025-03-02 22:04:17.441232,0,Average,Active
USER_0243,Smart TV,CoWorking_Space_A,WPA2-Enterprise,Basic,Monthly,9.99,2025-04-13 22:04:17.441232,1,Average,Active
USER_0244,Smartphone,Shopping_Mall_Entrance,Social Login,Premium,Yearly,19.99,2026-05-18 22:04:17.441232,0,Awesome,Active
USER_0245,Smartphone,Food_Court_WiFi,Social Login,Premium,Monthly,19.99,2025-11-11 22:04:17.441232,6,Poor,Active
USER_0246,Smart TV,Shopping_Mall_Entrance,WPA2-Enterprise,Basic,Monthly,9.99,2025-02-06 22:04:17.441232,0,Good,Active
USER_0247,Smartphone,Innovation_Park_Gate,Social Login,Basic,Monthly,9.99,2026-01-05 22:04:17.441232,0,Average,Active
USER_0248,IoT Device,Innovation_Park_Gate,Captive Portal,Basic,Monthly,9.99,2024-11-14 22:04:17.441232,1,Good,Active
USER_0249,IoT Device,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2026-02-06 22:04:17.441232,0,Good,Inactive
USER_0250,Smart TV,TechHub_Cafe,Captive Portal,Free,N/A,0.0,2026-02-12 22:04:17.441232,0,Awesome,Active
USER_0251,Smartphone,CoWorking_Space_A,Captive Portal,Basic,Yearly,9.99,2025-10-29 22:04:17.441232,0,Awesome,Active
USER_0252,Smartphone,Central_Park_Bench,WPA2-Enterprise,Free,N/A,0.0,2025-03-07 22:04:17.441232,6,Poor,Active
USER_0253,Smart TV,Food_Court_WiFi,OTP Verification,Free,N/A,0.0,2025-10-29 22:04:17.441232,0,Average,Active
USER_0254,Smartphone,Food_Court_WiFi,Social Login,Premium,Yearly,19.99,2025-08-22 22:04:17.441232,1,Average,Active
USER_0255,Smartphone,Main_Square_WiFi,Captive Portal,Business,Monthly,49.99,2025-01-12 22:04:17.441232,5,Leave to other provider,Inactive
USER_0256,Laptop,Innovation_Park_Gate,Captive Portal,Premium,Monthly,19.99,2024-10-06 22:04:17.441232,0,Average,Active
USER_0257,IoT Device,Main_Square_WiFi,Captive Portal,Free,N/A,0.0,2024-10-09 22:04:17.441232,1,Average,Active
USER_0258,Laptop,City_Library_Zone,Captive Portal,Free,N/A,0.0,2026-05-07 22:04:17.441232,1,Average,Active
USER_0259,Laptop,CoWorking_Space_A,Captive Portal,Business,Yearly,49.99,2025-09-16 22:04:17.441232,1,Average,Active
USER_0260,Smartphone,TechHub_Cafe,WPA2-Enterprise,Free,N/A,0.0,2025-06-29 22:04:17.441232,0,Awesome,Active
USER_0261,Laptop,Gym_Lobby,Captive Portal,Free,N/A,0.0,2025-09-08 22:04:17.441232,6,Leave to other provider,Inactive
USER_0262,IoT Device,Metro_Station_Exit,Social Login,Premium,Yearly,19.99,2025-08-26 22:04:17.441232,0,Good,Inactive
USER_0263,Smartphone,Metro_Station_Exit,Captive Portal,Premium,Monthly,19.99,2025-10-23 22:04:17.441232,0,Good,Active
USER_0264,Laptop,Main_Square_WiFi,WPA2-Enterprise,Premium,Monthly,19.99,2024-08-26 22:04:17.441232,0,Awesome,Active
USER_0265,Smart TV,City_Library_Zone,Social Login,Free,N/A,0.0,2026-05-22 22:04:17.441232,6,Poor,Active
USER_0266,Laptop,CoWorking_Space_A,WPA2-Enterprise,Free,N/A,0.0,2026-05-02 22:04:17.441232,6,Leave to other provider,Inactive
USER_0267,Laptop,Central_Park_Bench,WPA2-Enterprise,Business,Monthly,49.99,2026-04-24 22:04:17.441232,3,Poor,Inactive
USER_0268,Laptop,Metro_Station_Exit,WPA2-Enterprise,Free,N/A,0.0,2024-10-10 22:04:17.441232,0,Average,Active
USER_0269,Smartphone,CoWorking_Space_A,WPA2-Enterprise,Premium,Yearly,19.99,2024-09-02 22:04:17.441232,0,Awesome,Active
USER_0270,Smartphone,TechHub_Cafe,Social Login,Premium,Monthly,19.99,2025-08-18 22:04:17.441232,0,Good,Inactive
USER_0271,Tablet,Shopping_Mall_Entrance,Captive Portal,Premium,Monthly,19.99,2025-06-14 22:04:17.441232,6,Leave to other provider,Inactive
USER_0272,Tablet,City_Library_Zone,WPA2-Enterprise,Basic,Yearly,9.99,2024-10-21 22:04:17.441232,1,Good,Active
USER_0273,Smart TV,Innovation_Park_Gate,Social Login,Free,N/A,0.0,2025-03-13 22:04:17.441232,6,Leave to other provider,Inactive
USER_0274,Smart TV,CoWorking_Space_A,Social Login,Premium,Monthly,19.99,2025-01-14 22:04:17.441232,0,Awesome,Active
USER_0275,Laptop,TechHub_Cafe,Social Login,Family,Monthly,29.99,2025-01-12 22:04:17.441232,2,Average,Active
USER_0276,Laptop,Central_Park_Bench,WPA2-Enterprise,Business,Monthly,49.99,2026-01-02 22:04:17.441232,0,Awesome,Active
USER_0277,Tablet,Gym_Lobby,Captive Portal,Free,N/A,0.0,2025-10-04 22:04:17.441232,5,Leave to other provider,Inactive
USER_0278,Laptop,Innovation_Park_Gate,OTP Verification,Free,N/A,0.0,2024-11-22 22:04:17.441232,7,Leave to other provider,Inactive
USER_0279,Laptop,Gym_Lobby,Social Login,Business,Monthly,49.99,2025-09-07 22:04:17.441232,2,Average,Active
USER_0280,Tablet,Central_Park_Bench,WPA2-Enterprise,Premium,Monthly,19.99,2025-01-05 22:04:17.441232,0,Awesome,Inactive
USER_0281,Smart TV,TechHub_Cafe,WPA2-Enterprise,Family,Monthly,29.99,2025-04-13 22:04:17.441232,0,Good,Inactive
USER_0282,Smartphone,Metro_Station_Exit,Captive Portal,Free,N/A,0.0,2025-10-18 22:04:17.441232,2,Average,Active
USER_0283,Smartphone,Gym_Lobby,OTP Verification,Premium,Monthly,19.99,2025-03-14 22:04:17.441232,0,Good,Active
USER_0284,Smartphone,Innovation_Park_Gate,Captive Portal,Premium,Monthly,19.99,2024-09-17 22:04:17.441232,2,Average,Active
USER_0285,Laptop,Main_Square_WiFi,Captive Portal,Premium,Yearly,19.99,2025-09-28 22:04:17.441232,5,Poor,Inactive
USER_0286,Smartphone,Food_Court_WiFi,WPA2-Enterprise,Basic,Yearly,9.99,2026-01-16 22:04:17.441232,0,Good,Active
USER_0287,Smartphone,CoWorking_Space_A,Captive Portal,Free,N/A,0.0,2024-10-10 22:04:17.441232,5,Leave to other provider,Inactive
USER_0288,Laptop,Metro_Station_Exit,Social Login,Premium,Monthly,19.99,2024-08-22 22:04:17.441232,0,Average,Active
USER_0289,Smartphone,Gym_Lobby,WPA2-Enterprise,Free,N/A,0.0,2026-04-30 22:04:17.441232,0,Good,Active
USER_0290,Laptop,Shopping_Mall_Entrance,Social Login,Basic,Monthly,9.99,2026-01-06 22:04:17.441232,0,Average,Active
USER_0291,Smartphone,CoWorking_Space_A,OTP Verification,Business,Monthly,49.99,2024-07-17 22:04:17.441232,0,Good,Active
USER_0292,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Basic,Monthly,9.99,2024-10-05 22:04:17.441232,1,Average,Inactive
USER_0293,Tablet,Central_Park_Bench,Captive Portal,Family,Monthly,29.99,2025-03-01 22:04:17.441232,1,Average,Active
USER_0294,Smartphone,Food_Court_WiFi,WPA2-Enterprise,Free,N/A,0.0,2024-12-19 22:04:17.441232,3,Poor,Inactive
USER_0295,Smartphone,TechHub_Cafe,Social Login,Premium,Monthly,19.99,2025-08-22 22:04:17.441232,0,Good,Active
USER_0296,Laptop,Main_Square_WiFi,Captive Portal,Business,Monthly,49.99,2025-11-11 22:04:17.441232,0,Awesome,Active
USER_0297,Tablet,Main_Square_WiFi,Captive Portal,Free,N/A,0.0,2025-11-06 22:04:17.441232,0,Awesome,Active
USER_0298,Smartphone,Central_Park_Bench,Social Login,Free,N/A,0.0,2025-02-05 22:04:17.441232,7,Leave to other provider,Inactive
USER_0299,Laptop,City_Library_Zone,WPA2-Enterprise,Basic,Monthly,9.99,2025-08-16 22:04:17.441232,3,Poor,Active
USER_0300,Smartphone,Central_Park_Bench,OTP Verification,Free,N/A,0.0,2024-08-31 22:04:17.441232,3,Poor,Inactive
USER_0301,Smartphone,City_Library_Zone,Captive Portal,Premium,Monthly,19.99,2024-12-17 22:04:17.441232,0,Good,Active
USER_0302,Laptop,City_Library_Zone,WPA2-Enterprise,Business,Monthly,49.99,2025-07-25 22:04:17.441232,1,Good,Active
USER_0303,Laptop,Metro_Station_Exit,Captive Portal,Basic,Monthly,9.99,2024-07-04 22:04:17.441232,8,Leave to other provider,Inactive
USER_0304,Laptop,Metro_Station_Exit,Social Login,Free,N/A,0.0,2025-08-05 22:04:17.441232,0,Average,Active
USER_0305,Laptop,Innovation_Park_Gate,WPA2-Enterprise,Basic,Monthly,9.99,2025-03-30 22:04:17.441232,0,Good,Active
USER_0306,IoT Device,Gym_Lobby,Social Login,Premium,Monthly,19.99,2025-10-10 22:04:17.441232,0,Good,Active
USER_0307,Laptop,Gym_Lobby,OTP Verification,Free,N/A,0.0,2025-04-20 22:04:17.441232,0,Good,Active
USER_0308,Smartphone,TechHub_Cafe,WPA2-Enterprise,Premium,Yearly,19.99,2025-09-08 22:04:17.441232,1,Average,Active
USER_0309,Tablet,Gym_Lobby,OTP Verification,Premium,Yearly,19.99,2026-06-15 22:04:17.441232,0,Awesome,Active
USER_0310,Smartphone,Metro_Station_Exit,WPA2-Enterprise,Premium,Monthly,19.99,2026-01-22 22:04:17.441232,1,Average,Active
USER_0311,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Free,N/A,0.0,2026-05-10 22:04:17.441232,3,Poor,Inactive
USER_0312,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Premium,Monthly,19.99,2025-11-12 22:04:17.441232,0,Average,Active
USER_0313,Smartphone,City_Library_Zone,Social Login,Free,N/A,0.0,2024-12-07 22:04:17.441232,1,Average,Active
USER_0314,IoT Device,Central_Park_Bench,Captive Portal,Free,N/A,0.0,2025-01-12 22:04:17.441232,8,Leave to other provider,Inactive
USER_0315,Tablet,TechHub_Cafe,WPA2-Enterprise,Family,Monthly,29.99,2025-05-01 22:04:17.441232,1,Average,Active
USER_0316,Laptop,City_Library_Zone,Captive Portal,Premium,Monthly,19.99,2025-02-09 22:04:17.441232,6,Poor,Inactive
USER_0317,Smartphone,Central_Park_Bench,Captive Portal,Free,N/A,0.0,2024-08-30 22:04:17.441232,6,Poor,Active
USER_0318,Smartphone,Gym_Lobby,WPA2-Enterprise,Free,N/A,0.0,2026-02-15 22:04:17.441232,0,Average,Active
USER_0319,Smartphone,City_Library_Zone,Social Login,Free,N/A,0.0,2026-01-08 22:04:17.441232,7,Leave to other provider,Inactive
USER_0320,Smartphone,CoWorking_Space_A,Social Login,Free,N/A,0.0,2024-09-02 22:04:17.441232,0,Good,Active
USER_0321,Laptop,Gym_Lobby,Captive Portal,Free,N/A,0.0,2025-05-19 22:04:17.441232,8,Leave to other provider,Inactive
USER_0322,Laptop,Central_Park_Bench,OTP Verification,Free,N/A,0.0,2024-08-29 22:04:17.441232,2,Average,Active
USER_0323,Laptop,TechHub_Cafe,Captive Portal,Basic,Monthly,9.99,2024-08-22 22:04:17.441232,5,Poor,Active
USER_0324,Smartphone,Central_Park_Bench,OTP Verification,Premium,Yearly,19.99,2026-02-20 22:04:17.441232,0,Average,Active
USER_0325,IoT Device,City_Library_Zone,Captive Portal,Premium,Monthly,19.99,2025-11-02 22:04:17.441232,1,Good,Active
USER_0326,Laptop,City_Library_Zone,Captive Portal,Premium,Yearly,19.99,2025-11-28 22:04:17.441232,0,Awesome,Active
USER_0327,Laptop,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2025-12-27 22:04:17.441232,5,Leave to other provider,Inactive
USER_0328,Laptop,TechHub_Cafe,Social Login,Business,Monthly,49.99,2024-12-10 22:04:17.441232,5,Poor,Active
USER_0329,Smartphone,Shopping_Mall_Entrance,Captive Portal,Family,Monthly,29.99,2024-08-29 22:04:17.441232,6,Poor,Inactive
USER_0330,Smartphone,Gym_Lobby,WPA2-Enterprise,Family,Yearly,29.99,2025-12-04 22:04:17.441232,4,Poor,Active
USER_0331,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Family,Monthly,29.99,2024-09-22 22:04:17.441232,1,Average,Active
USER_0332,Tablet,TechHub_Cafe,Captive Portal,Business,Monthly,49.99,2025-01-08 22:04:17.441232,0,Good,Inactive
USER_0333,Smartphone,Innovation_Park_Gate,Captive Portal,Basic,Monthly,9.99,2024-09-10 22:04:17.441232,0,Good,Active
USER_0334,Smartphone,TechHub_Cafe,Social Login,Free,N/A,0.0,2026-03-03 22:04:17.441232,0,Awesome,Active
USER_0335,Smartphone,TechHub_Cafe,Social Login,Premium,Monthly,19.99,2024-09-09 22:04:17.441232,0,Good,Active
USER_0336,Smartphone,Central_Park_Bench,WPA2-Enterprise,Premium,Yearly,19.99,2026-05-24 22:04:17.441232,1,Good,Active
USER_0337,Smart TV,TechHub_Cafe,Social Login,Premium,Monthly,19.99,2025-02-27 22:04:17.441232,2,Average,Inactive
USER_0338,Laptop,Main_Square_WiFi,WPA2-Enterprise,Basic,Yearly,9.99,2025-08-19 22:04:17.441232,0,Awesome,Active
USER_0339,Smartphone,Shopping_Mall_Entrance,Social Login,Free,N/A,0.0,2024-11-01 22:04:17.441232,2,Average,Active
USER_0340,Smartphone,City_Library_Zone,Social Login,Basic,Yearly,9.99,2026-02-05 22:04:17.441232,0,Good,Active
USER_0341,Smartphone,Food_Court_WiFi,Captive Portal,Business,Yearly,49.99,2025-03-11 22:04:17.441232,0,Awesome,Active
USER_0342,Smartphone,Innovation_Park_Gate,Social Login,Premium,Monthly,19.99,2026-02-14 22:04:17.441232,0,Awesome,Active
USER_0343,Smartphone,City_Library_Zone,WPA2-Enterprise,Basic,Monthly,9.99,2026-03-02 22:04:17.441232,0,Awesome,Active
USER_0344,Smartphone,Food_Court_WiFi,Captive Portal,Free,N/A,0.0,2024-08-11 22:04:17.441232,6,Poor,Active
USER_0345,Smartphone,Shopping_Mall_Entrance,Social Login,Basic,Yearly,9.99,2026-03-28 22:04:17.441232,1,Average,Active
USER_0346,Laptop,Shopping_Mall_Entrance,Captive Portal,Family,Monthly,29.99,2024-09-23 22:04:17.441232,0,Good,Active
USER_0347,Laptop,Innovation_Park_Gate,WPA2-Enterprise,Premium,Monthly,19.99,2025-09-04 22:04:17.441232,0,Average,Active
USER_0348,Smartphone,Innovation_Park_Gate,Captive Portal,Family,Monthly,29.99,2026-05-06 22:04:17.441232,0,Good,Active
USER_0349,Smartphone,Shopping_Mall_Entrance,Social Login,Basic,Monthly,9.99,2026-02-19 22:04:17.441232,1,Good,Active
USER_0350,Laptop,Food_Court_WiFi,WPA2-Enterprise,Premium,Monthly,19.99,2026-01-31 22:04:17.441232,1,Average,Active
USER_0351,Laptop,TechHub_Cafe,WPA2-Enterprise,Free,N/A,0.0,2025-12-19 22:04:17.441232,1,Good,Active
USER_0352,Smart TV,Gym_Lobby,Social Login,Premium,Monthly,19.99,2025-05-21 22:04:17.441232,6,Leave to other provider,Inactive
USER_0353,Laptop,CoWorking_Space_A,Social Login,Basic,Monthly,9.99,2025-03-26 22:04:17.441232,7,Leave to other provider,Inactive
USER_0354,Smartphone,City_Library_Zone,WPA2-Enterprise,Basic,Yearly,9.99,2025-01-27 22:04:17.441232,0,Good,Active
USER_0355,Smartphone,Central_Park_Bench,WPA2-Enterprise,Premium,Monthly,19.99,2026-05-18 22:04:17.441232,0,Average,Active
USER_0356,Laptop,City_Library_Zone,WPA2-Enterprise,Business,Yearly,49.99,2025-05-19 22:04:17.441232,0,Good,Inactive
USER_0357,Smartphone,Central_Park_Bench,WPA2-Enterprise,Free,N/A,0.0,2025-03-03 22:04:17.441232,0,Awesome,Active
USER_0358,Laptop,Food_Court_WiFi,Captive Portal,Family,Monthly,29.99,2025-03-30 22:04:17.441232,3,Poor,Inactive
USER_0359,IoT Device,Central_Park_Bench,Social Login,Free,N/A,0.0,2025-08-11 22:04:17.441232,2,Average,Active
USER_0360,Laptop,Innovation_Park_Gate,Captive Portal,Basic,Yearly,9.99,2024-11-13 22:04:17.441232,0,Awesome,Active
USER_0361,Smartphone,Gym_Lobby,Captive Portal,Free,N/A,0.0,2026-05-20 22:04:17.441232,0,Average,Active
USER_0362,Laptop,Gym_Lobby,WPA2-Enterprise,Basic,Monthly,9.99,2026-04-23 22:04:17.441232,7,Leave to other provider,Inactive
USER_0363,Smartphone,Innovation_Park_Gate,Social Login,Basic,Yearly,9.99,2025-05-05 22:04:17.441232,0,Good,Active
USER_0364,Laptop,Main_Square_WiFi,Captive Portal,Free,N/A,0.0,2025-10-13 22:04:17.441232,4,Poor,Active
USER_0365,IoT Device,Food_Court_WiFi,OTP Verification,Basic,Monthly,9.99,2025-05-21 22:04:17.441232,0,Good,Active
USER_0366,Smartphone,Main_Square_WiFi,Captive Portal,Business,Yearly,49.99,2024-09-14 22:04:17.441232,0,Awesome,Active
USER_0367,IoT Device,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2024-07-11 22:04:17.441232,0,Average,Inactive
USER_0368,Smart TV,City_Library_Zone,Captive Portal,Family,Monthly,29.99,2025-10-14 22:04:17.441232,2,Average,Active
USER_0369,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Basic,Yearly,9.99,2026-03-30 22:04:17.441232,3,Poor,Inactive
USER_0370,Smartphone,City_Library_Zone,Captive Portal,Premium,Yearly,19.99,2026-01-29 22:04:17.441232,6,Poor,Inactive
USER_0371,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Free,N/A,0.0,2024-10-12 22:04:17.441232,8,Leave to other provider,Inactive
USER_0372,Smartphone,CoWorking_Space_A,WPA2-Enterprise,Free,N/A,0.0,2024-09-15 22:04:17.441232,3,Poor,Active
USER_0373,Smartphone,Central_Park_Bench,Social Login,Free,N/A,0.0,2026-01-03 22:04:17.441232,6,Leave to other provider,Inactive
USER_0374,Laptop,Shopping_Mall_Entrance,WPA2-Enterprise,Free,N/A,0.0,2025-02-05 22:04:17.441232,1,Average,Active
USER_0375,Smartphone,Innovation_Park_Gate,Social Login,Free,N/A,0.0,2025-12-02 22:04:17.441232,1,Good,Active
USER_0376,Smartphone,City_Library_Zone,WPA2-Enterprise,Premium,Monthly,19.99,2025-03-30 22:04:17.441232,1,Good,Active
USER_0377,Tablet,Food_Court_WiFi,Captive Portal,Family,Monthly,29.99,2024-11-14 22:04:17.441232,0,Awesome,Active
USER_0378,Smartphone,Central_Park_Bench,Captive Portal,Family,Yearly,29.99,2025-06-24 22:04:17.441232,0,Good,Active
USER_0379,Tablet,CoWorking_Space_A,Captive Portal,Premium,Monthly,19.99,2024-09-10 22:04:17.441232,1,Average,Active
USER_0380,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Free,N/A,0.0,2025-03-09 22:04:17.441232,3,Poor,Inactive
USER_0381,Smartphone,CoWorking_Space_A,WPA2-Enterprise,Free,N/A,0.0,2025-07-15 22:04:17.441232,8,Leave to other provider,Inactive
USER_0382,Laptop,Food_Court_WiFi,WPA2-Enterprise,Basic,Yearly,9.99,2025-04-19 22:04:17.441232,1,Good,Active
USER_0383,Laptop,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2024-12-10 22:04:17.441232,0,Average,Active
USER_0384,Smart TV,Gym_Lobby,Captive Portal,Basic,Monthly,9.99,2025-09-23 22:04:17.441232,0,Average,Active
USER_0385,Laptop,Food_Court_WiFi,OTP Verification,Basic,Monthly,9.99,2026-01-09 22:04:17.441232,0,Average,Active
USER_0386,Tablet,Metro_Station_Exit,Social Login,Basic,Yearly,9.99,2026-06-22 22:04:17.441232,0,Good,Active
USER_0387,Smartphone,Food_Court_WiFi,Social Login,Basic,Monthly,9.99,2025-05-07 22:04:17.441232,0,Awesome,Active
USER_0388,Smartphone,CoWorking_Space_A,Social Login,Family,Yearly,29.99,2026-03-20 22:04:17.441232,0,Awesome,Active
USER_0389,Tablet,Innovation_Park_Gate,Captive Portal,Family,Monthly,29.99,2026-05-02 22:04:17.441232,0,Awesome,Active
USER_0390,Tablet,City_Library_Zone,WPA2-Enterprise,Basic,Monthly,9.99,2025-12-25 22:04:17.441232,1,Good,Active
USER_0391,IoT Device,Innovation_Park_Gate,OTP Verification,Business,Monthly,49.99,2024-07-10 22:04:17.441232,0,Awesome,Active
USER_0392,Smartphone,CoWorking_Space_A,Captive Portal,Business,Monthly,49.99,2026-05-16 22:04:17.441232,0,Good,Active
USER_0393,Smartphone,City_Library_Zone,Captive Portal,Basic,Monthly,9.99,2026-01-20 22:04:17.441232,0,Good,Active
USER_0394,Tablet,Metro_Station_Exit,WPA2-Enterprise,Basic,Monthly,9.99,2025-05-04 22:04:17.441232,4,Poor,Inactive
USER_0395,Smartphone,Gym_Lobby,Captive Portal,Basic,Monthly,9.99,2026-05-12 22:04:17.441232,2,Average,Active
USER_0396,IoT Device,Central_Park_Bench,Captive Portal,Business,Monthly,49.99,2024-10-16 22:04:17.441232,0,Good,Active
USER_0397,Smart TV,CoWorking_Space_A,Social Login,Family,Yearly,29.99,2024-11-16 22:04:17.441232,4,Poor,Active
USER_0398,Smartphone,Shopping_Mall_Entrance,Captive Portal,Free,N/A,0.0,2025-03-29 22:04:17.441232,0,Good,Inactive
USER_0399,Tablet,CoWorking_Space_A,WPA2-Enterprise,Basic,Monthly,9.99,2024-10-28 22:04:17.441232,0,Awesome,Active
USER_0400,Tablet,CoWorking_Space_A,OTP Verification,Premium,Monthly,19.99,2024-10-19 22:04:17.441232,2,Average,Active
USER_0401,Smartphone,City_Library_Zone,WPA2-Enterprise,Basic,Monthly,9.99,2026-01-19 22:04:17.441232,0,Awesome,Active
USER_0402,Smart TV,TechHub_Cafe,Captive Portal,Free,N/A,0.0,2024-12-08 22:04:17.441232,1,Good,Active
USER_0403,Laptop,Food_Court_WiFi,WPA2-Enterprise,Family,Monthly,29.99,2025-04-06 22:04:17.441232,0,Average,Active
USER_0404,Tablet,TechHub_Cafe,Social Login,Premium,Yearly,19.99,2025-04-16 22:04:17.441232,0,Awesome,Active
USER_0405,Smartphone,Metro_Station_Exit,OTP Verification,Family,Monthly,29.99,2026-03-13 22:04:17.441232,0,Average,Active
USER_0406,Smart TV,Shopping_Mall_Entrance,WPA2-Enterprise,Family,Monthly,29.99,2025-02-02 22:04:17.441232,0,Good,Active
